"Var1","Freq","group","x","label","rank","label1","Country","Year","Survey"
"0",11.1632140507742,10,1,"",0,"0","Benin",2011,"BJIR61FL"
"1:A",0.609580682388486,10,1,"A",10," ","Benin",2011,"BJIR61FL"
"1:E",3.74651230038276,10,1,"E",24,"1:E","Benin",2011,"BJIR61FL"
"1:G",8.33943686815284,10,1,"G",28,"1:G","Benin",2011,"BJIR61FL"
"1:P",6.05089582345756,10,1,"P",26,"1:P","Benin",2011,"BJIR61FL"
"1:W",1.88705457773518,10,1,"W",16," ","Benin",2011,"BJIR61FL"
"2:AE",0.363504414023442,10,1,"AE",9," ","Benin",2011,"BJIR61FL"
"2:AG",0.340587744464658,10,1,"AG",8," ","Benin",2011,"BJIR61FL"
"2:AP",1.63852491460018,10,1,"AP",14," ","Benin",2011,"BJIR61FL"
"2:AW",0.00506587141148679,10,1,"AW",1," ","Benin",2011,"BJIR61FL"
"2:EG",3.41027350462716,10,1,"EG",23,"2:EG","Benin",2011,"BJIR61FL"
"2:EP",8.95361489975514,10,1,"EP",31,"2:EP","Benin",2011,"BJIR61FL"
"2:EW",2.94111257570475,10,1,"EW",21,"2:EW","Benin",2011,"BJIR61FL"
"2:GP",5.137417124709,10,1,"GP",25,"2:GP","Benin",2011,"BJIR61FL"
"2:GW",1.82896969340801,10,1,"GW",15," ","Benin",2011,"BJIR61FL"
"2:PW",0.734684639802545,10,1,"PW",11," ","Benin",2011,"BJIR61FL"
"3:AEG",0.244111421095386,10,1,"AEG",7," ","Benin",2011,"BJIR61FL"
"3:AEP",2.81355213297313,10,1,"AEP",19,"3:AEP","Benin",2011,"BJIR61FL"
"3:AEW",0.159318427985981,10,1,"AEW",3," ","Benin",2011,"BJIR61FL"
"3:AGP",1.4583704544323,10,1,"AGP",13," ","Benin",2011,"BJIR61FL"
"3:AGW",0.0276205613348401,10,1,"AGW",2," ","Benin",2011,"BJIR61FL"
"3:APW",0.165908198419543,10,1,"APW",4," ","Benin",2011,"BJIR61FL"
"3:EGP",8.21155560489154,10,1,"EGP",27,"3:EGP","Benin",2011,"BJIR61FL"
"3:EGW",3.07378230812585,10,1,"EGW",22,"3:EGW","Benin",2011,"BJIR61FL"
"3:EPW",8.76629671289428,10,1,"EPW",30,"3:EPW","Benin",2011,"BJIR61FL"
"3:GPW",0.875847588637946,10,1,"GPW",12," ","Benin",2011,"BJIR61FL"
"4:AEGP",2.50409479379142,10,1,"AEGP",17,"4:AEGP","Benin",2011,"BJIR61FL"
"4:AEGW",0.187542766653641,10,1,"AEGW",5," ","Benin",2011,"BJIR61FL"
"4:AEPW",2.86027829695498,10,1,"AEPW",20,"4:AEPW","Benin",2011,"BJIR61FL"
"4:AGPW",0.221558032455235,10,1,"AGPW",6," ","Benin",2011,"BJIR61FL"
"4:EGPW",8.65745172280268,10,1,"EGPW",29,"4:EGPW","Benin",2011,"BJIR61FL"
"5:AEGPW",2.62226129115388,10,1,"AEGPW",18,"5:AEGPW","Benin",2011,"BJIR61FL"
"0",18.0604547339442,20,1,"",0,"0","Benin",2011,"BJIR61FL"
"1:A",1.40926668337814,20,1,"A",18," ","Benin",2011,"BJIR61FL"
"1:E",15.9271828070568,20,1,"E",31,"1:E","Benin",2011,"BJIR61FL"
"1:G",8.59532949889791,20,1,"G",29,"1:G","Benin",2011,"BJIR61FL"
"1:P",4.88460682420864,20,1,"P",26,"1:P","Benin",2011,"BJIR61FL"
"1:W",1.03828336705039,20,1,"W",13," ","Benin",2011,"BJIR61FL"
"2:AE",2.9242915865767,20,1,"AE",22,"2:AE","Benin",2011,"BJIR61FL"
"2:AG",0.850626629676214,20,1,"AG",11," ","Benin",2011,"BJIR61FL"
"2:AP",1.37162907890043,20,1,"AP",17," ","Benin",2011,"BJIR61FL"
"2:AW",0.0772084940829484,20,1,"AW",4," ","Benin",2011,"BJIR61FL"
"2:EG",6.71553515969326,20,1,"EG",28,"2:EG","Benin",2011,"BJIR61FL"
"2:EP",9.35523151913337,20,1,"EP",30,"2:EP","Benin",2011,"BJIR61FL"
"2:EW",5.76062933904604,20,1,"EW",27,"2:EW","Benin",2011,"BJIR61FL"
"2:GP",2.57769422108203,20,1,"GP",21,"2:GP","Benin",2011,"BJIR61FL"
"2:GW",0.510384520488978,20,1,"GW",9," ","Benin",2011,"BJIR61FL"
"2:PW",0.23496575574179,20,1,"PW",6," ","Benin",2011,"BJIR61FL"
"3:AEG",1.18746676888309,20,1,"AEG",14," ","Benin",2011,"BJIR61FL"
"3:AEP",3.08494731198323,20,1,"AEP",23,"3:AEP","Benin",2011,"BJIR61FL"
"3:AEW",1.21615020749412,20,1,"AEW",15," ","Benin",2011,"BJIR61FL"
"3:AGP",0.674433558727892,20,1,"AGP",10," ","Benin",2011,"BJIR61FL"
"3:AGW",0.0334520270552246,20,1,"AGW",3," ","Benin",2011,"BJIR61FL"
"3:APW",0.0317404420289524,20,1,"APW",2," ","Benin",2011,"BJIR61FL"
"3:EGP",4.12983454067741,20,1,"EGP",25,"3:EGP","Benin",2011,"BJIR61FL"
"3:EGW",1.63926627853388,20,1,"EGW",20," ","Benin",2011,"BJIR61FL"
"3:EPW",3.21587952408088,20,1,"EPW",24,"3:EPW","Benin",2011,"BJIR61FL"
"3:GPW",0.115801445263285,20,1,"GPW",5," ","Benin",2011,"BJIR61FL"
"4:AEGP",1.41430449888279,20,1,"AEGP",19," ","Benin",2011,"BJIR61FL"
"4:AEGW",0.297127536246154,20,1,"AEGW",7," ","Benin",2011,"BJIR61FL"
"4:AEPW",1.26916388273888,20,1,"AEPW",16," ","Benin",2011,"BJIR61FL"
"4:AGPW",0.0188595456569203,20,1,"AGPW",1," ","Benin",2011,"BJIR61FL"
"4:EGPW",1.01704046096256,20,1,"EGPW",12," ","Benin",2011,"BJIR61FL"
"5:AEGPW",0.361211751826892,20,1,"AEGPW",8," ","Benin",2011,"BJIR61FL"
"0",67.9197955293076,30,1,"",0,"0","Benin",2011,"BJIR61FL"
"1:G",15.2430398923945,30,1,"G",3,"1:G","Benin",2011,"BJIR61FL"
"1:W",14.0766793165449,30,1,"W",2,"1:W","Benin",2011,"BJIR61FL"
"2:GW",2.76048526175298,30,1,"GW",1,"2:GW","Benin",2011,"BJIR61FL"
"0",17.4308195638401,10,1,"",0,"0","Benin",2017,"BJIR71FL"
"1:A",9.31453567638293,10,1,"A",29,"1:A","Benin",2017,"BJIR71FL"
"1:E",17.2867909287774,10,1,"E",31,"1:E","Benin",2017,"BJIR71FL"
"1:G",2.74083368824057,10,1,"G",22,"1:G","Benin",2017,"BJIR71FL"
"1:P",3.88372129461209,10,1,"P",26,"1:P","Benin",2017,"BJIR71FL"
"1:W",2.90293918793856,10,1,"W",23,"1:W","Benin",2017,"BJIR71FL"
"2:AE",2.01955669198281,10,1,"AE",19," ","Benin",2017,"BJIR71FL"
"2:AG",1.62656989527041,10,1,"AG",18," ","Benin",2017,"BJIR71FL"
"2:AP",0.105777605441431,10,1,"AP",7," ","Benin",2017,"BJIR71FL"
"2:AW",2.93169790842174,10,1,"AW",24,"2:AW","Benin",2017,"BJIR71FL"
"2:EG",4.66557166478353,10,1,"EG",28,"2:EG","Benin",2017,"BJIR71FL"
"2:EP",2.72386393686468,10,1,"EP",21,"2:EP","Benin",2017,"BJIR71FL"
"2:EW",16.9107197460727,10,1,"EW",30,"2:EW","Benin",2017,"BJIR71FL"
"2:GP",0.856823593402554,10,1,"GP",15," ","Benin",2017,"BJIR71FL"
"2:GW",1.10719232135008,10,1,"GW",17," ","Benin",2017,"BJIR71FL"
"2:PW",0.701926029413007,10,1,"PW",14," ","Benin",2017,"BJIR71FL"
"3:AEG",0.363382106867346,10,1,"AEG",10," ","Benin",2017,"BJIR71FL"
"3:AEP",0.074258569790853,10,1,"AEP",6," ","Benin",2017,"BJIR71FL"
"3:AEW",2.96383810178182,10,1,"AEW",25,"3:AEW","Benin",2017,"BJIR71FL"
"3:AGP",0.0270914301773319,10,1,"AGP",4," ","Benin",2017,"BJIR71FL"
"3:AGW",0.932136244056964,10,1,"AGW",16," ","Benin",2017,"BJIR71FL"
"3:APW",0.0650807634150299,10,1,"APW",5," ","Benin",2017,"BJIR71FL"
"3:EGP",0.667636627113374,10,1,"EGP",13," ","Benin",2017,"BJIR71FL"
"3:EGW",4.12447338519448,10,1,"EGW",27,"3:EGW","Benin",2017,"BJIR71FL"
"3:EPW",2.37170008087277,10,1,"EPW",20," ","Benin",2017,"BJIR71FL"
"3:GPW",0.201075188284444,10,1,"GPW",9," ","Benin",2017,"BJIR71FL"
"4:AEGP",0.0193001632284969,10,1,"AEGP",3," ","Benin",2017,"BJIR71FL"
"4:AEGW",0.409452435833296,10,1,"AEGW",12," ","Benin",2017,"BJIR71FL"
"4:AEPW",0.1550310772994,10,1,"AEPW",8," ","Benin",2017,"BJIR71FL"
"4:AGPW",0.0178870416819792,10,1,"AGPW",2," ","Benin",2017,"BJIR71FL"
"4:EGPW",0.394338987821968,10,1,"EGPW",11," ","Benin",2017,"BJIR71FL"
"5:AEGPW",0.00397806378579292,10,1,"AEGPW",1," ","Benin",2017,"BJIR71FL"
"0",81.8422571629074,20,1,"",0,"0","Benin",2017,"BJIR71FL"
"1:G",18.1577428370926,20,1,"G",1,"1:G","Benin",2017,"BJIR71FL"
"0",81.8422571629074,30,1,"",0,"0","Benin",2017,"BJIR71FL"
"1:G",18.1577428370926,30,1,"G",1,"1:G","Benin",2017,"BJIR71FL"
"0",19.2249012775078,10,1,"",0,"0","Cameroon",2011,"CMIR61FL"
"1:A",3.40162751177477,10,1,"A",22,"1:A","Cameroon",2011,"CMIR61FL"
"1:E",3.46913724273914,10,1,"E",23,"1:E","Cameroon",2011,"CMIR61FL"
"1:G",2.58099953823583,10,1,"G",20,"1:G","Cameroon",2011,"CMIR61FL"
"1:P",1.60007521934468,10,1,"P",17," ","Cameroon",2011,"CMIR61FL"
"1:W",6.39525739878825,10,1,"W",28,"1:W","Cameroon",2011,"CMIR61FL"
"2:AE",1.30416273112977,10,1,"AE",16," ","Cameroon",2011,"CMIR61FL"
"2:AG",0.344470916004976,10,1,"AG",5," ","Cameroon",2011,"CMIR61FL"
"2:AP",5.83642148658872,10,1,"AP",27,"2:AP","Cameroon",2011,"CMIR61FL"
"2:AW",0.463123445327112,10,1,"AW",7," ","Cameroon",2011,"CMIR61FL"
"2:EG",1.19224542163022,10,1,"EG",11," ","Cameroon",2011,"CMIR61FL"
"2:EP",1.27469719214999,10,1,"EP",14," ","Cameroon",2011,"CMIR61FL"
"2:EW",4.72090007709396,10,1,"EW",25,"2:EW","Cameroon",2011,"CMIR61FL"
"2:GP",0.275640343591566,10,1,"GP",3," ","Cameroon",2011,"CMIR61FL"
"2:GW",1.95902803617387,10,1,"GW",19," ","Cameroon",2011,"CMIR61FL"
"2:PW",0.756439861949969,10,1,"PW",9," ","Cameroon",2011,"CMIR61FL"
"3:AEG",0.173702406674481,10,1,"AEG",2," ","Cameroon",2011,"CMIR61FL"
"3:AEP",3.77295501431683,10,1,"AEP",24,"3:AEP","Cameroon",2011,"CMIR61FL"
"3:AEW",1.26203211359112,10,1,"AEW",13," ","Cameroon",2011,"CMIR61FL"
"3:AGP",0.801758797942226,10,1,"AGP",10," ","Cameroon",2011,"CMIR61FL"
"3:AGW",0.122266278870146,10,1,"AGW",1," ","Cameroon",2011,"CMIR61FL"
"3:APW",1.67515584367774,10,1,"APW",18," ","Cameroon",2011,"CMIR61FL"
"3:EGP",0.577490015837777,10,1,"EGP",8," ","Cameroon",2011,"CMIR61FL"
"3:EGW",8.72278733784046,10,1,"EGW",30,"3:EGW","Cameroon",2011,"CMIR61FL"
"3:EPW",2.72086185642719,10,1,"EPW",21,"3:EPW","Cameroon",2011,"CMIR61FL"
"3:GPW",0.29474472598423,10,1,"GPW",4," ","Cameroon",2011,"CMIR61FL"
"4:AEGP",1.29988543950365,10,1,"AEGP",15," ","Cameroon",2011,"CMIR61FL"
"4:AEGW",1.21250872403904,10,1,"AEGW",12," ","Cameroon",2011,"CMIR61FL"
"4:AEPW",7.2165416863487,10,1,"AEPW",29,"4:AEPW","Cameroon",2011,"CMIR61FL"
"4:AGPW",0.461836929043705,10,1,"AGPW",6," ","Cameroon",2011,"CMIR61FL"
"4:EGPW",5.20349680796775,10,1,"EGPW",26,"4:EGPW","Cameroon",2011,"CMIR61FL"
"5:AEGPW",9.68284832190431,10,1,"AEGPW",31,"5:AEGPW","Cameroon",2011,"CMIR61FL"
"0",28.682304161002,20,1,"",0,"0","Cameroon",2011,"CMIR61FL"
"1:A",1.35084610380031,20,1,"A",15," ","Cameroon",2011,"CMIR61FL"
"1:E",8.7257048796806,20,1,"E",29,"1:E","Cameroon",2011,"CMIR61FL"
"1:G",2.51746945206473,20,1,"G",19,"1:G","Cameroon",2011,"CMIR61FL"
"1:P",5.54611929273521,20,1,"P",27,"1:P","Cameroon",2011,"CMIR61FL"
"1:W",2.96014531519391,20,1,"W",22,"1:W","Cameroon",2011,"CMIR61FL"
"2:AE",1.21424413829117,20,1,"AE",14," ","Cameroon",2011,"CMIR61FL"
"2:AG",0.0666929670515476,20,1,"AG",2," ","Cameroon",2011,"CMIR61FL"
"2:AP",2.41971599593404,20,1,"AP",18," ","Cameroon",2011,"CMIR61FL"
"2:AW",0.0840794964524573,20,1,"AW",3," ","Cameroon",2011,"CMIR61FL"
"2:EG",3.05660613550269,20,1,"EG",24,"2:EG","Cameroon",2011,"CMIR61FL"
"2:EP",5.47147971598833,20,1,"EP",26,"2:EP","Cameroon",2011,"CMIR61FL"
"2:EW",3.6119360642644,20,1,"EW",25,"2:EW","Cameroon",2011,"CMIR61FL"
"2:GP",0.541698047393227,20,1,"GP",9," ","Cameroon",2011,"CMIR61FL"
"2:GW",0.860252685439964,20,1,"GW",12," ","Cameroon",2011,"CMIR61FL"
"2:PW",0.616870938030802,20,1,"PW",10," ","Cameroon",2011,"CMIR61FL"
"3:AEG",0.236779407141825,20,1,"AEG",6," ","Cameroon",2011,"CMIR61FL"
"3:AEP",3.00094514703345,20,1,"AEP",23,"3:AEP","Cameroon",2011,"CMIR61FL"
"3:AEW",0.483376109851738,20,1,"AEW",8," ","Cameroon",2011,"CMIR61FL"
"3:AGP",0.122482102805808,20,1,"AGP",4," ","Cameroon",2011,"CMIR61FL"
"3:APW",0.238184573756965,20,1,"APW",7," ","Cameroon",2011,"CMIR61FL"
"3:EGP",2.10679430232024,20,1,"EGP",17," ","Cameroon",2011,"CMIR61FL"
"3:EGW",9.08201478840751,20,1,"EGW",30,"3:EGW","Cameroon",2011,"CMIR61FL"
"3:EPW",2.88303503960347,20,1,"EPW",21,"3:EPW","Cameroon",2011,"CMIR61FL"
"3:GPW",0.138361961636253,20,1,"GPW",5," ","Cameroon",2011,"CMIR61FL"
"4:AEGP",1.0204181154532,20,1,"AEGP",13," ","Cameroon",2011,"CMIR61FL"
"4:AEGW",0.69619456771972,20,1,"AEGW",11," ","Cameroon",2011,"CMIR61FL"
"4:AEPW",1.79339490871487,20,1,"AEPW",16," ","Cameroon",2011,"CMIR61FL"
"4:AGPW",0.0485245175084001,20,1,"AGPW",1," ","Cameroon",2011,"CMIR61FL"
"4:EGPW",7.64303450770667,20,1,"EGPW",28,"4:EGPW","Cameroon",2011,"CMIR61FL"
"5:AEGPW",2.78029456151452,20,1,"AEGPW",20,"5:AEGPW","Cameroon",2011,"CMIR61FL"
"0",49.1948379866749,30,1,"",0,"0","Cameroon",2011,"CMIR61FL"
"1:E",1.40398649066395,30,1,"E",6," ","Cameroon",2011,"CMIR61FL"
"1:G",5.84227800161886,30,1,"G",12,"1:G","Cameroon",2011,"CMIR61FL"
"1:P",5.23496809051636,30,1,"P",11,"1:P","Cameroon",2011,"CMIR61FL"
"1:W",8.70033888047773,30,1,"W",15,"1:W","Cameroon",2011,"CMIR61FL"
"2:EG",1.78796751335688,30,1,"EG",8," ","Cameroon",2011,"CMIR61FL"
"2:EP",0.577566866609929,30,1,"EP",1," ","Cameroon",2011,"CMIR61FL"
"2:EW",1.00809517354997,30,1,"EW",4," ","Cameroon",2011,"CMIR61FL"
"2:GP",0.922130515663883,30,1,"GP",3," ","Cameroon",2011,"CMIR61FL"
"2:GW",6.31555829262748,30,1,"GW",13,"2:GW","Cameroon",2011,"CMIR61FL"
"2:PW",2.30635011906697,30,1,"PW",9," ","Cameroon",2011,"CMIR61FL"
"3:EGP",1.11656449909364,30,1,"EGP",5," ","Cameroon",2011,"CMIR61FL"
"3:EGW",8.34492501091398,30,1,"EGW",14,"3:EGW","Cameroon",2011,"CMIR61FL"
"3:EPW",0.656238272773939,30,1,"EPW",2," ","Cameroon",2011,"CMIR61FL"
"3:GPW",1.47733529856677,30,1,"GPW",7," ","Cameroon",2011,"CMIR61FL"
"4:EGPW",5.1108589878248,30,1,"EGPW",10,"4:EGPW","Cameroon",2011,"CMIR61FL"
"0",33.1399532410112,10,1,"",0,"0","Cameroon",2018,"CMIR71FL"
"1:A",6.58989416386526,10,1,"A",28,"1:A","Cameroon",2018,"CMIR71FL"
"1:E",0.751940800498105,10,1,"E",11," ","Cameroon",2018,"CMIR71FL"
"1:G",10.2241444257092,10,1,"G",31,"1:G","Cameroon",2018,"CMIR71FL"
"1:P",1.96099732330739,10,1,"P",23," ","Cameroon",2018,"CMIR71FL"
"1:W",6.3331697534298,10,1,"W",27,"1:W","Cameroon",2018,"CMIR71FL"
"2:AE",0.2177214882904,10,1,"AE",4," ","Cameroon",2018,"CMIR71FL"
"2:AG",1.50485600019401,10,1,"AG",19," ","Cameroon",2018,"CMIR71FL"
"2:AP",4.65653192139965,10,1,"AP",26,"2:AP","Cameroon",2018,"CMIR71FL"
"2:AW",0.810552846413947,10,1,"AW",13," ","Cameroon",2018,"CMIR71FL"
"2:EG",1.81709711908413,10,1,"EG",21," ","Cameroon",2018,"CMIR71FL"
"2:EP",0.0590735508595912,10,1,"EP",1," ","Cameroon",2018,"CMIR71FL"
"2:EW",0.55608581994814,10,1,"EW",10," ","Cameroon",2018,"CMIR71FL"
"2:GP",0.764519834303951,10,1,"GP",12," ","Cameroon",2018,"CMIR71FL"
"2:GW",6.8424648902619,10,1,"GW",29,"2:GW","Cameroon",2018,"CMIR71FL"
"2:PW",1.00253989451805,10,1,"PW",16," ","Cameroon",2018,"CMIR71FL"
"3:AEG",0.455742260918833,10,1,"AEG",8," ","Cameroon",2018,"CMIR71FL"
"3:AEP",0.217787045098139,10,1,"AEP",5," ","Cameroon",2018,"CMIR71FL"
"3:AEW",0.106072773074778,10,1,"AEW",2," ","Cameroon",2018,"CMIR71FL"
"3:AGP",1.51262878577502,10,1,"AGP",20," ","Cameroon",2018,"CMIR71FL"
"3:AGW",0.435727310689562,10,1,"AGW",7," ","Cameroon",2018,"CMIR71FL"
"3:APW",1.85389887189167,10,1,"APW",22," ","Cameroon",2018,"CMIR71FL"
"3:EGP",0.432166392099526,10,1,"EGP",6," ","Cameroon",2018,"CMIR71FL"
"3:EGW",6.94544164283908,10,1,"EGW",30,"3:EGW","Cameroon",2018,"CMIR71FL"
"3:EPW",0.166592385488545,10,1,"EPW",3," ","Cameroon",2018,"CMIR71FL"
"3:GPW",0.946878051840022,10,1,"GPW",15," ","Cameroon",2018,"CMIR71FL"
"4:AEGP",0.878857428897185,10,1,"AEGP",14," ","Cameroon",2018,"CMIR71FL"
"4:AEGW",1.24513320674718,10,1,"AEGW",18," ","Cameroon",2018,"CMIR71FL"
"4:AEPW",0.522623329394362,10,1,"AEPW",9," ","Cameroon",2018,"CMIR71FL"
"4:AGPW",1.01507610267456,10,1,"AGPW",17," ","Cameroon",2018,"CMIR71FL"
"4:EGPW",2.41617072505228,10,1,"EGPW",24," ","Cameroon",2018,"CMIR71FL"
"5:AEGPW",3.61766061442445,10,1,"AEGPW",25,"5:AEGPW","Cameroon",2018,"CMIR71FL"
"0",47.1585062431405,20,1,"",0,"0","Cameroon",2018,"CMIR71FL"
"1:A",5.28670499098502,20,1,"A",29,"1:A","Cameroon",2018,"CMIR71FL"
"1:E",1.2923617308999,20,1,"E",22," ","Cameroon",2018,"CMIR71FL"
"1:G",12.6470097963975,20,1,"G",31,"1:G","Cameroon",2018,"CMIR71FL"
"1:P",2.87028658811207,20,1,"P",25,"1:P","Cameroon",2018,"CMIR71FL"
"1:W",1.26282014850947,20,1,"W",21," ","Cameroon",2018,"CMIR71FL"
"2:AE",0.268594577289413,20,1,"AE",10," ","Cameroon",2018,"CMIR71FL"
"2:AG",0.825132347015845,20,1,"AG",17," ","Cameroon",2018,"CMIR71FL"
"2:AP",2.99240210942068,20,1,"AP",26,"2:AP","Cameroon",2018,"CMIR71FL"
"2:AW",0.0765754558512989,20,1,"AW",2," ","Cameroon",2018,"CMIR71FL"
"2:EG",5.02326102244526,20,1,"EG",28,"2:EG","Cameroon",2018,"CMIR71FL"
"2:EP",0.250560939458415,20,1,"EP",9," ","Cameroon",2018,"CMIR71FL"
"2:EW",0.331220101165231,20,1,"EW",11," ","Cameroon",2018,"CMIR71FL"
"2:GP",0.920711425864858,20,1,"GP",18," ","Cameroon",2018,"CMIR71FL"
"2:GW",3.78659247310963,20,1,"GW",27,"2:GW","Cameroon",2018,"CMIR71FL"
"2:PW",0.171446255306637,20,1,"PW",7," ","Cameroon",2018,"CMIR71FL"
"3:AEG",0.575006913050205,20,1,"AEG",14," ","Cameroon",2018,"CMIR71FL"
"3:AEP",0.349375033045054,20,1,"AEP",12," ","Cameroon",2018,"CMIR71FL"
"3:AEW",0.0305649104985143,20,1,"AEW",1," ","Cameroon",2018,"CMIR71FL"
"3:AGP",0.721183545473725,20,1,"AGP",16," ","Cameroon",2018,"CMIR71FL"
"3:AGW",0.078483977131321,20,1,"AGW",3," ","Cameroon",2018,"CMIR71FL"
"3:APW",0.140919646259205,20,1,"APW",6," ","Cameroon",2018,"CMIR71FL"
"3:EGP",1.25002112556378,20,1,"EGP",20," ","Cameroon",2018,"CMIR71FL"
"3:EGW",5.88961040925782,20,1,"EGW",30,"3:EGW","Cameroon",2018,"CMIR71FL"
"3:EPW",0.100739830322335,20,1,"EPW",5," ","Cameroon",2018,"CMIR71FL"
"3:GPW",0.469207134210657,20,1,"GPW",13," ","Cameroon",2018,"CMIR71FL"
"4:AEGP",1.12690216499264,20,1,"AEGP",19," ","Cameroon",2018,"CMIR71FL"
"4:AEGW",0.586759303860144,20,1,"AEGW",15," ","Cameroon",2018,"CMIR71FL"
"4:AEPW",0.0864965378750271,20,1,"AEPW",4," ","Cameroon",2018,"CMIR71FL"
"4:AGPW",0.185851280496856,20,1,"AGPW",8," ","Cameroon",2018,"CMIR71FL"
"4:EGPW",1.93448972261162,20,1,"EGPW",24," ","Cameroon",2018,"CMIR71FL"
